label,latitude,longitude,altitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,node,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
20,35.6495773,139.5028913,0,283.232745,0,0,0,0,1,-1,30.8460712044183,-16.7090555679638,31.2552499548633,-16.7126728618081,5.6833946062646,0.409194739250763
21,35.6495803,139.5028756,0,216.965365,0,0,0,0,1,-1,29.4258855208372,-16.3750970956362,29.9121495676049,-16.5340596084491,5.39400910142966,0.511587532743579
22,35.6495505,139.502848,0,221.811473,0,0,0,0,1,-1,26.9292533663174,-19.6924179212846,27.3620332457219,-19.7005931825028,5.47214112747739,0.432857088325229
23,35.6495237,139.5028185,0,237.713206,0,0,0,0,1,-1,24.2607516041909,-22.6757802746054,24.5422840003939,-22.5640264064438,5.44667141481737,0.302901662525751
24,35.6495046,139.5027813,0,264.752824,0,0,0,0,1,-1,20.8957256537766,-24.8019825482928,21.0090443085417,-24.5632180915514,5.27450080759402,0.264290717432128
25,35.6495041,139.5027746,0,279.818147,0,0,0,0,1,-1,20.2896591520791,-24.8576422935489,20.5000034478938,-24.5335928380729,5.34778207688629,0.386332463528645
26,35.649505,139.5027682,0,274.348958,0,0,0,0,1,-1,19.710729957387,-24.7574547522461,19.9600579427096,-24.591710867319,5.21898021288571,0.299391849681584
27,35.6495061,139.5027504,0,296.596871,0,0,0,0,1,-1,18.1005831324805,-24.6350033125245,18.200736749734,-24.3001624424075,5.0194652793939,0.349498433973141
28,35.6495227,139.5027096,0,322.890463,0,0,0,0,1,-1,14.4099095108553,-22.7870997651176,14.4921503301297,-22.4863472622407,4.41042346740492,0.311794195490576
29,35.6495517,139.5026826,0,347.527349,0,0,0,0,1,-1,11.9675519652045,-19.5588345323535,12.0236366324927,-19.2665454028445,3.75466816826265,0.297621278026194
30,35.6495866,139.5026731,0,357.628954,0,0,0,0,1,-1,11.1082039400258,-15.6737843033527,11.1172683886512,-15.3233415017941,3.18787657378578,0.350560011115294
31,35.6496023,139.5026723,0,290.728542,0,0,0,0,1,-1,11.0358377922962,-13.9260682980396,10.9417667424984,-13.5899669230483,2.89094696586589,0.349017903095346
32,35.6496158,139.5026284,0,278.263233,0,0,0,0,1,-1,7.06474534018432,-12.4232551721698,7.15219196640919,-12.2461636939586,2.37939091077937,0.19750520016731
33,35.6496177,139.5026123,0,271.708820,0,0,0,0,1,-1,5.60837658145289,-12.2117481395638,5.62071156844496,-12.0033348769086,2.18104400492074,0.20877796807777
34,35.6496181,139.5025958,0,282.808160,0,0,0,0,1,-1,4.11582475014212,-12.1672203435171,4.33182642468587,-11.8833100852674,2.28677347345792,0.356737660116117
35,35.6496227,139.5025709,0,271.484085,0,0,0,0,1,-1,1.86342834838774,-11.6551506854207,1.89568479149357,-11.3276506189666,1.92096467351638,0.329084748430041
36,35.6496231,139.5025519,0,287.167073,0,0,0,0,1,-1,0.144732298030274,-11.610622889374,0.382961860973309,-11.2748917646039,2.05109759656699,0.411665778027998
37,35.6496292,139.5025276,0,268.633803,0,0,0,0,1,-1,-2.05338948971316,-10.9315739955094,-1.92756848479927,-10.6195813803971,1.8006025209614,0.336407962394093
38,35.6496287,139.5025018,0,306.209468,0,0,0,0,1,-1,-4.38719780991299,-10.9872337407655,-3.99046280386505,-10.7252791132525,2.11943514196007,0.475414442249433
39,35.6496334,139.5024939,0,5.215385,0,0,0,0,1,-1,-5.10181353706145,-10.4640321342507,-4.86380330307804,-10.1624020842079,1.90060435726487,0.384225921262066
40,35.6496699,139.502498,0,14.248301,0,0,0,0,1,-1,-4.73093701998448,-6.40087072027204,-4.47789723868516,-6.15456975923183,1.31514656079615,0.353119376881726
41,35.6497051,139.502509,0,45.580416,0,0,0,0,1,-1,-3.73590246492031,-2.48242464443387,-3.50236558701762,-2.18224599734424,0.651055672021889,0.38032445820522
42,35.6497223,139.5025306,0,85.411377,0,0,0,0,1,-1,-1.78201642994228,-0.567729402561483,-1.69482787185648,-0.265397715980317,0.154851548736845,0.314652655116867
43,35.6497235,139.502549,0,85.411377,0,0,0,0,1,1,-0.117594993595764,-0.434146013630432,-0.017289668076532,-0.112071656000777,0.341725792705561,0.337332254861693
