label,latitude,longitude,altitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,node,utm_x,utm_y,,,,,,,,,,,,,,,,
1141,36.082034,140.0798204,0,234.812895,2,2,0,0,1,-1,309.900625137429,-107.991038018156,,,,,,,,,,,,,,,,
1142,36.0820136,140.0797846,0,243.843641,2,2,0,0,1,-1,306.679896951551,-110.261955630775,,,,,,,,,,,,,,,,
1143,36.0819982,140.0797458,0,247.239738,2,2,0,0,1,-1,303.189275343005,-111.97627578846,,,,,,,,,,,,,,,,
1144,36.0819844,140.0797051,0,277.420883,2,2,0,0,1,-1,299.527721232923,-113.512484761958,,,,,,,,,,,,,,,,
1145,36.0819848,140.0797013,0,264.763145,2,2,1,0,1,1,299.185856229853,-113.46795696512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,36.0819814,140.0796554,0,275.909366,2,2,0,0,1,-1,295.056486854834,-113.846443234286,,,,,,,,,,,,,,,,
1147,36.0819836,140.0796291,0,285.418655,2,2,0,1,1,1,292.690421176632,-113.601540354051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,36.0819873,140.0796125,0,272.234316,2,2,0,0,1,-1,291.197010899927,-113.189658238049,,,,,,,,,,,,,,,,
1149,36.0819887,140.0795681,0,279.733933,2,2,0,0,1,-1,287.202588233686,-113.03381095149,,,,,,,,,,,,,,,,
1150,36.0819948,140.0795241,0,282.692752,2,2,0,0,1,-1,283.244151357646,-112.354762057625,,,,,,,,,,,,,,,,
1151,36.0820029,140.0794796,0,357.646833,2,2,0,0,1,-1,279.240732244494,-111.453074181945,,,,,,,,,,,,,,,,
1152,36.0820383,140.0794778,0,15.077075,2,2,1,0,1,1,279.078796192426,-107.512364207688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,36.0820392,140.0794781,0,341.831136,2,2,0,0,1,-1,279.105785533159,-107.412176666385,,,,,,,,,,,,,,,,
